source_name;source_uniprotAC;source_speciesID;source_species;source_topology;source_pathways;target_name;target_uniprotAC;target_speciesID;target_species;target_topology;target_pathways;layer;interaction_type;directness;effect;references;source;confidence_score;score_from_the_source
CG18255;O01653;FBgn0013988;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
CG18255;O01653;FBgn0013988;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
CG18255;O01653;FBgn0013988;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
CG18255;O01653;FBgn0013988;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
CG18255;O01653;FBgn0013988;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
CG18255;O01653;FBgn0013988;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
CG18255;O01653;FBgn0013988;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
CG18255;O01653;FBgn0013988;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
CG10718;O18390;FBgn0004374;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.81071
CG9635;O44381;FBgn0023172;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.285986;Structure filter: 1.225
CG1099;O61639;FBgn0023388;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.20408
CG1099;O61639;FBgn0023388;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.5449
CG1099;O61639;FBgn0023388;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.207225;Structure filter: 1.52381
CG1609;O61651;FBgn0019990;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.146212;Structure filter: 1.45536
CG10043;O62527;FBgn0015803;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.20408
CG32019;O76281;FBgn0005666;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.45536
CG32019;O76281;FBgn0005666;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.78929
CG32019;O76281;FBgn0005666;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.70408
CG32019;O76281;FBgn0005666;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.28929
CG32019;O76281;FBgn0005666;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.72312
CG32019;O76281;FBgn0005666;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.81746
CG7838;O76755;FBgn0263855;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.146212;Structure filter: 1.78929
Sdic;O96509;FBgn0261516;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.55556
CG5055;O96782;FBgn0000163;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.304016;Structure filter: 1.225
CG10033;P32023;FBgn0000721;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.285029;Structure filter: 1.45536
CG10033;P32023;FBgn0000721;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.228576;Structure filter: 1.78929
CG10033;P32023;FBgn0000721;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.228576;Structure filter: 1.70408
CG10033;P32023;FBgn0000721;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235037;Structure filter: 1.28929
CG10033;P32023;FBgn0000721;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235037;Structure filter: 1.72312
CG32782-RC;Q058T2;;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
CG32782-RC;Q058T2;;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
CG32782-RC;Q058T2;;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
CG32782-RC;Q058T2;;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
CG32782-RC;Q058T2;;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
CG32782-RC;Q058T2;;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
CG32782-RC;Q058T2;;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
CG32782-RC;Q058T2;;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
CG18069-RD;Q058V4;;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
CG18069-RD;Q058V4;;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
CG18069-RD;Q058V4;;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
CG18069-RD;Q058V4;;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
CG18069-RD;Q058V4;;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
CG18069-RD;Q058V4;;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
CG18069-RD;Q058V4;;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
CG18069-RD;Q058V4;;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
p130CAS-RA;Q058V8;;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.20408
p130CAS-RA;Q058V8;;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.5449
p130CAS-RA;Q058V8;;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.52381
Dmel_CG7337;Q0E8U6;FBgn0031374;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.55556
Dmel_CG8201;Q0E915;FBgn0260934;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.236485;Structure filter: 1.45536
Dmel_CG8201;Q0E915;FBgn0260934;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.301011;Structure filter: 1.78929
Dmel_CG8201;Q0E915;FBgn0260934;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.180603;Structure filter: 1.59687
Dmel_CG8201;Q0E915;FBgn0260934;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.70408
Dmel_CG8201;Q0E915;FBgn0260934;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.253908;Structure filter: 1.28929
Dmel_CG8201;Q0E915;FBgn0260934;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.242699;Structure filter: 1.72312
Dmel_CG8201;Q0E915;FBgn0260934;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.280678;Structure filter: 1.69082
Dmel_CG8201;Q0E915;FBgn0260934;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.267812;Structure filter: 1.81746
Dmel_CG30116;Q0E930;FBgn0028496;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.55556
Dmel_CG10261;Q0E971;FBgn0261854;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.45536
Dmel_CG10261;Q0E971;FBgn0261854;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.304016;Structure filter: 1.78929
Dmel_CG10261;Q0E971;FBgn0261854;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.59687
Dmel_CG10261;Q0E971;FBgn0261854;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.70408
Dmel_CG10261;Q0E971;FBgn0261854;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.267812;Structure filter: 1.28929
Dmel_CG10261;Q0E971;FBgn0261854;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.280678;Structure filter: 1.72312
Dmel_CG10261;Q0E971;FBgn0261854;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.69082
Dmel_CG10261;Q0E971;FBgn0261854;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 1.81746
Dmel_CG10261;Q0E972;FBgn0261854;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.45536
Dmel_CG10261;Q0E972;FBgn0261854;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.304016;Structure filter: 1.78929
Dmel_CG10261;Q0E972;FBgn0261854;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.59687
Dmel_CG10261;Q0E972;FBgn0261854;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.70408
Dmel_CG10261;Q0E972;FBgn0261854;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.267812;Structure filter: 1.28929
Dmel_CG10895;A4V0X0;FBgn0019686;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72689
Dmel_CG10895;A4V0X0;FBgn0019686;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81071
Dmel_CG10895;A4V0X0;FBgn0019686;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
Dmel_CG10895;A4V0X0;FBgn0019686;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
Dmel_CG10895;A4V0X0;FBgn0019686;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
Dmel_CG10895;A4V0X0;FBgn0019686;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.76786
Dmel_CG10895;A4V0X0;FBgn0019686;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
Dmel_CG10895;A4V0X0;FBgn0019686;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
Dmel_CG10261;Q0E973;FBgn0261854;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.280678;Structure filter: 1.72312
Dmel_CG10261;Q0E973;FBgn0261854;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.69082
Dmel_CG10261;Q0E973;FBgn0261854;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 1.81746
Dmel_CG32717;Q0KHU9;FBgn0261873;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.2663;Structure filter: 1.225
Dmel_CG2621;Q0KHW6;FBgn0003371;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
Dmel_CG2621;Q0KHW6;FBgn0003371;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
Dmel_CG2621;Q0KHW6;FBgn0003371;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
Dmel_CG2621;Q0KHW6;FBgn0003371;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
Dmel_CG2621;Q0KHW6;FBgn0003371;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
Dmel_CG2621;Q0KHW6;FBgn0003371;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
Dmel_CG2621;Q0KHW6;FBgn0003371;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
Dmel_CG2621;Q0KHW6;FBgn0003371;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
Dmel_CG42320;Q0KI03;FBgn0259220;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
